,dataset,model,features,precision,recall,f1,accuracy,params
135,NL 2,RF,"[ True  True  True  True  True  True False  True  True False  True  True
  True  True  True  True  True  True  True  True]",0.6666666666666666,0.8571428571428571,0.75,0.811,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
136,NL 2,RF,"[ True  True  True  True  True  True False  True  True False  True  True
  True  True  True  True  True  True  True  True]",0.6666666666666666,0.8571428571428571,0.75,0.811,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
137,NL 2,RF,"[ True  True  True  True  True  True False  True  True False  True  True
  True  True  True  True  True  True  True  True]",0.6666666666666666,0.8571428571428571,0.75,0.811,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
138,NL 2,RF,"[ True  True  True  True  True  True False  True  True False  True  True
  True  True  True  True  True  True  True  True]",0.6666666666666666,0.8571428571428571,0.75,0.811,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
139,NL 2,RF,"[ True  True  True  True  True  True False  True  True False  True  True
  True  True  True  True  True  True  True  True]",0.6666666666666666,0.8571428571428571,0.75,0.811,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
140,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.826,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
141,NL 2,SQ,[2 2 1 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.831,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
142,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.837,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
143,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.831,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
144,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.832,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
145,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.831,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
146,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0],0.9333333333333333,1.0,0.9655172413793104,0.83,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
147,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.841,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
148,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.833,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
149,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.832,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
150,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.837,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
151,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.83,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
152,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.827,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
153,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.825,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
154,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.835,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
155,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.833,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
156,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.832,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
157,NL 2,SQ,[2 2 1 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.819,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
158,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.839,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
159,NL 2,SQ,[2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],1.0,1.0,1.0,0.823,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 20, 'n_strel': 4, 'n_redundant': 10}"
160,NL 3,FRI,"[0 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.65996599659966,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
161,NL 3,FRI,"[1 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.6559779825908859,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
162,NL 3,FRI,"[0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.6579507449072667,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
163,NL 3,FRI,"[1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.6529718907231485,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
164,NL 3,FRI,"[0 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.655965596559656,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
165,NL 3,FRI,"[1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.6559504568657888,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
166,NL 3,FRI,"[1 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.65996599659966,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
167,NL 3,FRI,"[1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.659889804296592,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
168,NL 3,FRI,"[0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.6529718907231485,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
169,NL 3,FRI,"[0 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.65996599659966,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
170,NL 3,FRI,"[1 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.6559779825908859,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
171,NL 3,FRI,"[1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.660902000678196,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
172,NL 3,FRI,"[0 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.6578343918456533,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
173,NL 3,FRI,"[1 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.65996599659966,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
174,NL 3,FRI,"[0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.659889804296592,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
175,NL 3,FRI,"[0 1 1 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.65996599659966,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
176,NL 3,FRI,"[0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.6579507449072667,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
177,NL 3,FRI,"[0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.7,0.8235294117647058,0.6559325627823055,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
178,NL 3,FRI,"[1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.6529718907231485,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
179,NL 3,FRI,"[1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.659889804296592,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
180,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
181,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
182,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
183,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
184,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
185,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
186,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
187,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
188,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
189,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
190,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
191,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
192,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
193,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
194,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
195,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
196,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
197,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
198,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
199,NL 3,ElasticNet,"[ True  True  True  True  True  True  True  True  True False False False
 False False  True False False False False  True  True False  True False
  True False False  True  True False False  True  True False False  True
  True False False  True False False  True  True  True  True False  True
  True False]",0.4074074074074074,0.55,0.46808510638297873,0.599,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
200,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
201,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
202,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
203,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
204,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
205,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
206,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
207,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
208,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
